Group,Subject,Rew,Block,Phase,Opt
1,35,-1,8,-1,0.33
1,35,-1,9,-1,0.67
1,35,-1,10,-1,0.4
1,35,-1,11,-1,0.83
1,35,1,0,1,1
1,35,1,1,1,0.6
1,35,1,2,1,0.4
1,35,1,3,1,0.5
1,35,1,4,1,0.4
1,35,1,5,1,0.6
1,35,1,6,1,0.57
1,35,1,7,1,0.33
1,35,1,8,1,1
1,35,1,9,1,0.75
1,35,1,10,1,0.6
1,35,1,11,1,1
1,35,1,0,-1,0.57
1,35,1,1,-1,0.5
1,35,1,2,-1,0.6
1,35,1,3,-1,0.25
1,35,1,4,-1,0.5
1,35,1,5,-1,0.5
1,35,1,6,-1,0.57
1,35,1,7,-1,0.67
1,35,1,8,-1,0.5
1,35,1,9,-1,0.43
1,35,1,10,-1,0.8
1,35,1,11,-1,0.25
1,37,-1,0,1,0.6
1,37,-1,1,1,0.33
1,37,-1,2,1,0.6
1,37,-1,3,1,0.75
1,37,-1,4,1,0.5
1,37,-1,5,1,0.57
1,37,-1,6,1,0.75
1,37,-1,7,1,0.2
1,37,-1,8,1,1
1,37,-1,9,1,0.67
1,37,-1,10,1,0.2
1,37,-1,11,1,0
1,37,-1,0,-1,0.67
1,37,-1,1,-1,0.43
1,37,-1,2,-1,0.6
1,37,-1,3,-1,0.8
1,37,-1,4,-1,0.71
1,37,-1,5,-1,1
1,37,-1,6,-1,1
1,37,-1,7,-1,0.2
1,37,-1,8,-1,0.8
1,37,-1,9,-1,0.8
1,37,-1,10,-1,0.6
1,37,-1,11,-1,1
1,37,1,0,1,0
1,37,1,1,1,0.25
1,37,1,2,1,0.6
1,37,1,3,1,0.33
1,37,1,4,1,0.17
1,37,1,5,1,0.33
1,37,1,6,1,0.83
1,37,1,7,1,0.4
1,37,1,8,1,0.2
1,37,1,9,1,0.5
1,37,1,10,1,0.4
1,37,1,11,1,0.33
1,37,1,0,-1,0.86
1,37,1,1,-1,0
1,37,1,2,-1,0.6
1,37,1,3,-1,0.6
1,37,1,4,-1,0.33
1,37,1,5,-1,0.67
1,37,1,6,-1,0.17
1,37,1,7,-1,0.6
1,37,1,8,-1,0.8
1,37,1,9,-1,1
1,37,1,10,-1,1
1,37,1,11,-1,1
1,42,-1,0,1,0.29
1,42,-1,1,1,0.5
1,42,-1,2,1,0.4
1,42,-1,3,1,0.25
1,42,-1,4,1,0.29
1,42,-1,5,1,1
1,42,-1,6,1,0.43
1,42,-1,7,1,0.5
1,42,-1,8,1,0.5
1,42,-1,9,1,0.5
1,42,-1,10,1,0.5
1,42,-1,11,1,0.5
1,42,-1,0,-1,1
1,42,-1,1,-1,0.4
1,42,-1,2,-1,0.8
1,42,-1,3,-1,0.67
1,42,-1,4,-1,0.5
1,42,-1,5,-1,0.75
1,42,-1,6,-1,0.5
1,42,-1,7,-1,0.5
1,42,-1,8,-1,0.5
1,42,-1,9,-1,0.86
1,42,-1,10,-1,0.8
1,42,-1,11,-1,0.67
1,42,1,0,1,1
1,42,1,1,1,0.67
1,42,1,2,1,0
1,42,1,3,1,0.5
1,42,1,4,1,0
1,42,1,5,1,0.17
1,42,1,6,1,0.33
1,42,1,7,1,0.25
1,42,1,8,1,0.25
1,42,1,9,1,0.33
1,42,1,10,1,0.5
1,42,1,11,1,0.5
1,42,1,0,-1,0
1,42,1,1,-1,0.6
1,42,1,2,-1,0.6
1,42,1,3,-1,0.25
1,42,1,4,-1,0.88
1,42,1,5,-1,0.67
1,42,1,6,-1,0.75
1,42,1,7,-1,0
1,42,1,8,-1,0.25
1,42,1,9,-1,0.67
1,42,1,10,-1,0.8
1,42,1,11,-1,0.25
1,43,-1,0,1,0.75
1,43,-1,1,1,1
1,43,-1,2,1,1
1,43,-1,3,1,1
1,43,-1,4,1,1
1,43,-1,5,1,1
1,43,-1,6,1,0.86
1,43,-1,7,1,1
1,43,-1,8,1,1
1,43,-1,9,1,1
1,43,-1,10,1,1
1,43,-1,11,1,1
1,43,-1,0,-1,0.83
1,43,-1,1,-1,1
1,43,-1,2,-1,1
1,43,-1,3,-1,0.8
1,43,-1,4,-1,1
1,43,-1,5,-1,1
1,43,-1,6,-1,1
1,43,-1,7,-1,1
1,43,-1,8,-1,1
1,43,-1,9,-1,1
1,43,-1,10,-1,1
1,43,-1,11,-1,1
1,43,1,0,1,1
1,43,1,1,1,1
1,43,1,2,1,1
1,43,1,3,1,1
1,43,1,4,1,1
1,43,1,5,1,1
1,43,1,6,1,1
1,43,1,7,1,1
1,43,1,8,1,1
1,43,1,9,1,1
1,43,1,10,1,1
1,43,1,11,1,1
1,43,1,0,-1,1
1,43,1,1,-1,0.25
1,43,1,2,-1,0.67
1,43,1,3,-1,0.6
1,43,1,4,-1,0.5
1,43,1,5,-1,0.33
1,43,1,6,-1,0.5
1,43,1,7,-1,1
1,43,1,8,-1,0.67
1,43,1,9,-1,0.5
1,43,1,10,-1,0.6
1,43,1,11,-1,0.33
1,44,-1,0,1,0.6
1,44,-1,1,1,1
1,44,-1,2,1,0.5
1,44,-1,3,1,0.71
1,44,-1,4,1,0.67
1,44,-1,5,1,0.75
1,44,-1,6,1,1
1,44,-1,7,1,1
1,44,-1,8,1,0.6
1,44,-1,9,1,0.67
1,44,-1,10,1,0.5
1,44,-1,11,1,0.8
1,44,-1,0,-1,0.5
1,44,-1,1,-1,0.6
1,44,-1,2,-1,0.6
1,44,-1,3,-1,0.5
1,44,-1,4,-1,0.33
1,44,-1,5,-1,0.22
1,44,-1,6,-1,0.33
1,44,-1,7,-1,0.2
1,44,-1,8,-1,0.6
1,44,-1,9,-1,0.5
1,44,-1,10,-1,0.4
1,44,-1,11,-1,0.75
1,44,1,0,1,0.8
1,44,1,1,1,0.5
1,44,1,2,1,0.75
1,44,1,3,1,0.33
1,44,1,4,1,0.75
1,44,1,5,1,0
1,44,1,6,1,0.71
1,44,1,7,1,0.29
1,44,1,8,1,0.4
1,44,1,9,1,0.5
1,44,1,10,1,0.67
1,44,1,11,1,0.4
1,44,1,0,-1,0.5
1,44,1,1,-1,0.6
1,44,1,2,-1,0.8
1,44,1,3,-1,0.67
1,44,1,4,-1,0.86
1,44,1,5,-1,0
1,44,1,6,-1,1
1,44,1,7,-1,1
1,44,1,8,-1,1
1,44,1,9,-1,0.75
1,44,1,10,-1,0.8
1,44,1,11,-1,1
1,45,-1,0,1,0.57
1,45,-1,1,1,0.75
1,45,-1,2,1,0.5
1,45,-1,3,1,0.67
1,45,-1,4,1,0.83
1,45,-1,5,1,1
1,45,-1,6,1,0.33
1,45,-1,7,1,0.4
1,45,-1,8,1,0.33
1,45,-1,9,1,0.83
1,45,-1,10,1,1
1,45,-1,11,1,1
1,45,-1,0,-1,0.63
1,45,-1,1,-1,1
1,45,-1,2,-1,1
1,45,-1,3,-1,0.6
1,45,-1,4,-1,0.86
1,45,-1,5,-1,0.86
1,45,-1,6,-1,0.67
1,45,-1,7,-1,1
1,45,-1,8,-1,1
1,45,-1,9,-1,1
1,45,-1,10,-1,1
1,45,-1,11,-1,1
1,45,1,0,1,0.33
1,45,1,1,1,0.5
1,45,1,2,1,0.5
1,45,1,3,1,0.57
1,45,1,4,1,0.5
1,45,1,5,1,0.25
1,45,1,6,1,0.43
1,45,1,7,1,0.8
1,45,1,8,1,0.29
1,45,1,9,1,0.25
1,45,1,10,1,0.86
1,45,1,11,1,0.5
1,45,1,0,-1,1
1,45,1,1,-1,0.43
1,45,1,2,-1,0.83
1,45,1,3,-1,0
1,45,1,4,-1,0.33
1,45,1,5,-1,1
1,45,1,6,-1,0.29
1,45,1,7,-1,0.71
1,45,1,8,-1,1
1,45,1,9,-1,1
1,45,1,10,-1,1
1,45,1,11,-1,1
1,46,-1,0,1,0.5
1,46,-1,1,1,0.83
1,46,-1,2,1,1
1,46,-1,3,1,1
1,46,-1,4,1,1
1,46,-1,5,1,1
1,46,-1,6,1,1
1,46,-1,7,1,1
1,46,-1,8,1,1
1,46,-1,9,1,1
1,46,-1,10,1,1
1,46,-1,11,1,1
1,46,-1,0,-1,0.33
1,46,-1,1,-1,0.83
1,46,-1,2,-1,1
1,46,-1,3,-1,0.71
1,46,-1,4,-1,1
1,46,-1,5,-1,1
1,46,-1,6,-1,1
1,46,-1,7,-1,0.86
1,46,-1,8,-1,1
1,46,-1,9,-1,1
1,46,-1,10,-1,1
1,46,-1,11,-1,1
1,46,1,0,1,0.17
1,46,1,1,1,1
1,46,1,2,1,1
1,46,1,3,1,1
1,46,1,4,1,1
1,46,1,5,1,1
1,46,1,6,1,1
1,46,1,7,1,1
1,46,1,8,1,1
1,46,1,9,1,1
1,46,1,10,1,1
1,46,1,11,1,1
1,46,1,0,-1,1
1,46,1,1,-1,1
1,46,1,2,-1,1
1,46,1,3,-1,1
1,46,1,4,-1,1
1,46,1,5,-1,1
1,46,1,6,-1,1
1,46,1,7,-1,1
1,46,1,8,-1,1
1,46,1,9,-1,1
1,46,1,10,-1,1
1,46,1,11,-1,1
