Group,Subject,Rew,Block,Phase,Opt
-1,18,-1,1,1,0.5
-1,18,-1,2,1,0.2
-1,18,-1,3,1,0.43
-1,18,-1,4,1,0.57
-1,18,-1,5,1,0.4
-1,18,-1,6,1,0.75
-1,18,-1,7,1,0.25
-1,18,-1,8,1,0.5
-1,18,-1,9,1,0
-1,18,-1,10,1,0.8
-1,18,-1,11,1,0.6
-1,18,-1,0,-1,0.17
-1,18,-1,1,-1,0.86
-1,18,-1,2,-1,1
-1,18,-1,3,-1,0.33
-1,18,-1,4,-1,0.67
-1,18,-1,5,-1,0.25
-1,18,-1,6,-1,0.4
-1,18,-1,7,-1,0.38
-1,18,-1,8,-1,0.6
-1,18,-1,9,-1,0.4
-1,18,-1,10,-1,0.4
-1,18,-1,11,-1,0.4
-1,18,1,0,1,0.67
-1,18,1,1,1,0.67
-1,18,1,2,1,0.2
-1,18,1,3,1,1
-1,18,1,4,1,0
-1,18,1,5,1,0.2
-1,18,1,6,1,0.5
-1,18,1,7,1,0.17
-1,18,1,8,1,0.5
-1,18,1,9,1,0.5
-1,18,1,10,1,0.6
-1,18,1,11,1,0.8
-1,18,1,0,-1,0.5
-1,18,1,1,-1,0.67
-1,18,1,2,-1,0.5
-1,18,1,3,-1,0.71
-1,18,1,4,-1,0.57
-1,18,1,5,-1,0.17
-1,18,1,6,-1,0.2
-1,18,1,7,-1,1
-1,18,1,8,-1,0.4
-1,18,1,9,-1,0.4
-1,18,1,10,-1,0.4
-1,18,1,11,-1,0.8
-1,20,-1,0,1,0.5
-1,20,-1,1,1,0.86
-1,20,-1,2,1,0.75
-1,20,-1,3,1,0.6
-1,20,-1,4,1,0.5
-1,20,-1,5,1,0.67
-1,20,-1,6,1,0.8
-1,20,-1,7,1,1
-1,20,-1,8,1,1
-1,20,-1,9,1,0.83
-1,20,-1,10,1,1
-1,20,-1,11,1,1
-1,20,-1,0,-1,0.6
-1,20,-1,1,-1,0.67
-1,20,-1,2,-1,0.71
-1,20,-1,3,-1,0.6
-1,20,-1,4,-1,0.67
-1,20,-1,5,-1,0.71
-1,20,-1,6,-1,0.4
-1,20,-1,7,-1,0.8
-1,20,-1,8,-1,0.63
-1,20,-1,9,-1,0.75
-1,20,-1,10,-1,1
-1,20,-1,11,-1,1
-1,20,1,0,1,0.5
-1,20,1,1,1,1
-1,20,1,2,1,1
-1,20,1,3,1,1
-1,20,1,4,1,0.88
-1,20,1,5,1,1
-1,20,1,6,1,1
-1,20,1,7,1,1
-1,20,1,8,1,1
-1,20,1,9,1,1
-1,20,1,10,1,1
-1,20,1,11,1,1
-1,20,1,0,-1,0.4
-1,20,1,1,-1,0.29
-1,20,1,2,-1,0.33
-1,20,1,3,-1,0.8
-1,20,1,4,-1,0.29
-1,20,1,5,-1,1
-1,20,1,6,-1,0.4
-1,20,1,7,-1,0.8
-1,20,1,8,-1,0.5
-1,20,1,9,-1,0.33
-1,20,1,10,-1,0.57
-1,20,1,11,-1,0.6
-1,47,-1,0,1,0.25
-1,47,-1,1,1,0.6
-1,47,-1,2,1,1
-1,47,-1,3,1,0.8
-1,47,-1,4,1,1
-1,47,-1,5,1,0.6
-1,47,-1,6,1,1
-1,47,-1,7,1,1
-1,47,-1,8,1,1
-1,47,-1,9,1,0.67
-1,47,-1,10,1,0.8
-1,47,-1,11,1,1
-1,47,-1,0,-1,0.67
-1,47,-1,1,-1,0.8
-1,47,-1,2,-1,1
-1,47,-1,3,-1,1
-1,47,-1,4,-1,1
-1,47,-1,5,-1,1
-1,47,-1,6,-1,1
-1,47,-1,7,-1,1
-1,47,-1,8,-1,1
-1,47,-1,9,-1,1
-1,47,-1,10,-1,1
-1,47,-1,11,-1,1
-1,47,1,0,1,1
-1,47,1,1,1,1
-1,47,1,2,1,1
-1,47,1,3,1,1
-1,47,1,4,1,1
-1,47,1,5,1,1
-1,47,1,6,1,1
-1,47,1,7,1,1
-1,47,1,8,1,1
-1,47,1,9,1,1
-1,47,1,10,1,1
-1,47,1,11,1,1
-1,47,1,0,-1,0.5
-1,47,1,1,-1,0.6
-1,47,1,2,-1,1
-1,47,1,3,-1,1
-1,47,1,4,-1,1
-1,47,1,5,-1,1
-1,47,1,6,-1,1
-1,47,1,7,-1,1
-1,47,1,8,-1,1
-1,47,1,9,-1,0.67
-1,47,1,10,-1,1
-1,47,1,11,-1,1
-1,49,-1,0,1,0.8
-1,49,-1,1,1,0.5
-1,49,-1,2,1,0.83
-1,49,-1,3,1,0.67
-1,49,-1,4,1,0.6
-1,49,-1,5,1,0.5
-1,49,-1,6,1,0.5
-1,49,-1,7,1,0.6
-1,49,-1,8,1,1
-1,49,-1,9,1,0.88
-1,49,-1,10,1,1
-1,49,-1,11,1,0.67
-1,49,-1,0,-1,0.5
-1,49,-1,1,-1,0.6
-1,49,-1,2,-1,0.43
-1,49,-1,3,-1,0.75
-1,49,-1,4,-1,0.57
-1,49,-1,5,-1,1
-1,49,-1,6,-1,0.6
-1,49,-1,7,-1,1
-1,49,-1,8,-1,0.8
-1,49,-1,9,-1,1
-1,49,-1,10,-1,0.5
-1,49,-1,11,-1,0.83
-1,49,1,0,1,0.2
-1,49,1,1,1,0.75
-1,49,1,2,1,0.75
-1,49,1,3,1,0.43
-1,49,1,4,1,0.8
-1,49,1,5,1,0.83
-1,49,1,6,1,1
-1,49,1,7,1,1
-1,49,1,8,1,1
-1,49,1,9,1,1
-1,49,1,10,1,1
-1,49,1,11,1,1
-1,49,1,0,-1,0.33
-1,49,1,1,-1,0.4
-1,49,1,2,-1,0
-1,49,1,3,-1,0.67
-1,49,1,4,-1,0.67
-1,49,1,5,-1,0.67
-1,49,1,6,-1,0.8
-1,49,1,7,-1,0.67
-1,49,1,8,-1,0.8
-1,49,1,9,-1,0.8
-1,49,1,10,-1,0.83
-1,49,1,11,-1,1
-1,50,-1,0,1,0.67
-1,50,-1,1,1,0.88
-1,50,-1,2,1,1
-1,50,-1,3,1,1
-1,50,-1,4,1,1
-1,50,-1,5,1,1
-1,50,-1,6,1,1
-1,50,-1,7,1,1
-1,50,-1,8,1,1
-1,50,-1,9,1,1
-1,50,-1,10,1,1
-1,50,-1,11,1,1
-1,50,-1,0,-1,0.33
-1,50,-1,1,-1,0.25
-1,50,-1,2,-1,0.86
-1,50,-1,3,-1,0.83
-1,50,-1,4,-1,1
-1,50,-1,5,-1,0.75
-1,50,-1,6,-1,0.86
-1,50,-1,7,-1,1
-1,50,-1,8,-1,0.83
-1,50,-1,9,-1,1
-1,50,-1,10,-1,1
-1,50,-1,11,-1,1
-1,50,1,0,1,1
-1,50,1,1,1,1
-1,50,1,2,1,1
-1,50,1,3,1,1
-1,50,1,4,1,1
-1,50,1,5,1,1
-1,50,1,6,1,1
-1,50,1,7,1,1
-1,50,1,8,1,1
-1,50,1,9,1,1
-1,50,1,10,1,1
-1,50,1,11,1,1
-1,50,1,0,-1,0.71
-1,50,1,1,-1,0.67
-1,50,1,2,-1,0.67
-1,50,1,3,-1,0.5
-1,50,1,4,-1,1
-1,50,1,5,-1,1
-1,50,1,6,-1,1
-1,50,1,7,-1,1
-1,50,1,8,-1,1
-1,50,1,9,-1,1
-1,50,1,10,-1,1
-1,50,1,11,-1,1
1,23,-1,0,1,1
1,23,-1,1,1,1
1,23,-1,2,1,1
1,23,-1,3,1,1
1,23,-1,4,1,1
1,23,-1,5,1,1
1,23,-1,6,1,1
1,23,-1,7,1,1
1,23,-1,8,1,1
1,23,-1,9,1,1
1,23,-1,10,1,1
1,23,-1,11,1,1
1,23,-1,0,-1,0.6
1,23,-1,1,-1,1
1,23,-1,2,-1,0.8
1,23,-1,3,-1,0.75
1,23,-1,4,-1,0.75
1,23,-1,5,-1,0.75
1,23,-1,6,-1,0.33
1,23,-1,7,-1,1
1,23,-1,8,-1,1
1,23,-1,9,-1,1
1,23,-1,10,-1,1
1,23,-1,11,-1,0.75
1,23,1,0,1,1
1,23,1,1,1,1
1,23,1,2,1,1
1,23,1,3,1,1
1,23,1,4,1,1
1,23,1,5,1,1
1,23,1,6,1,1
1,23,1,7,1,1
1,23,1,8,1,1
1,23,1,9,1,1
1,23,1,10,1,0.67
1,23,1,11,1,1
1,23,1,0,-1,0.8
1,23,1,1,-1,0.75
1,23,1,2,-1,0.2
1,23,1,3,-1,0.33
1,23,1,4,-1,0.83
1,23,1,5,-1,0.17
1,23,1,6,-1,0.25
1,23,1,7,-1,0.75
1,23,1,8,-1,0.6
1,23,1,9,-1,0.5
1,23,1,10,-1,0.6
1,23,1,11,-1,0.33
1,24,-1,0,1,0.33
1,24,-1,1,1,1
1,24,-1,2,1,1
1,24,-1,3,1,1
1,24,-1,4,1,0.5
1,24,-1,5,1,0.78
1,24,-1,6,1,1
1,24,-1,7,1,1
1,24,-1,8,1,1
1,24,-1,9,1,1
1,24,-1,10,1,1
1,24,-1,11,1,1
1,24,-1,0,-1,0.75
1,24,-1,1,-1,1
1,24,-1,2,-1,1
1,24,-1,3,-1,0.83
1,24,-1,4,-1,0.86
1,24,-1,5,-1,0.5
1,24,-1,6,-1,1
1,24,-1,7,-1,0.75
1,24,-1,8,-1,1
1,24,-1,9,-1,0.83
1,24,-1,10,-1,1
1,24,-1,11,-1,0.75
1,24,1,0,1,1
1,24,1,1,1,1
1,24,1,2,1,1
1,24,1,3,1,1
1,24,1,4,1,1
1,24,1,5,1,1
1,24,1,6,1,1
1,24,1,7,1,1
1,24,1,8,1,1
1,24,1,9,1,1
1,24,1,10,1,1
1,24,1,11,1,1
1,24,1,0,-1,1
1,24,1,1,-1,1
1,24,1,2,-1,0.8
1,24,1,3,-1,1
1,24,1,4,-1,1
1,24,1,5,-1,0.75
1,24,1,6,-1,1
1,24,1,7,-1,1
1,24,1,8,-1,1
1,24,1,9,-1,1
1,24,1,10,-1,1
1,24,1,11,-1,1
1,25,-1,0,1,0.17
1,25,-1,1,1,1
1,25,-1,2,1,1
1,25,-1,3,1,1
1,25,-1,4,1,0.5
1,25,-1,5,1,0.43
1,25,-1,6,1,0.67
1,25,-1,7,1,1
1,25,-1,8,1,0.17
1,25,-1,9,1,0.75
1,25,-1,10,1,1
1,25,-1,11,1,1
1,25,-1,0,-1,0.67
1,25,-1,1,-1,0.25
1,25,-1,2,-1,0.33
1,25,-1,3,-1,0.5
1,25,-1,4,-1,0.6
1,25,-1,5,-1,0.75
1,25,-1,6,-1,0.63
1,25,-1,7,-1,0.67
1,25,-1,8,-1,0.43
1,25,-1,9,-1,0
1,25,-1,10,-1,0.4
1,25,-1,11,-1,0.4
1,25,1,0,1,1
1,25,1,1,1,1
1,25,1,2,1,1
1,25,1,3,1,1
1,25,1,4,1,1
1,25,1,5,1,1
1,25,1,6,1,1
1,25,1,7,1,1
1,25,1,8,1,1
1,25,1,9,1,1
1,25,1,10,1,1
1,25,1,11,1,1
1,25,1,0,-1,0
1,25,1,1,-1,0.83
1,25,1,2,-1,0.5
1,25,1,3,-1,0.33
1,25,1,4,-1,0.6
1,25,1,5,-1,0.83
1,25,1,6,-1,1
1,25,1,7,-1,0.86
1,25,1,8,-1,1
1,25,1,9,-1,0.86
1,25,1,10,-1,1
1,25,1,11,-1,1
1,26,-1,0,1,0.57
1,26,-1,1,1,1
1,26,-1,2,1,1
1,26,-1,3,1,1
1,26,-1,4,1,1
1,26,-1,5,1,1
1,26,-1,6,1,1
1,26,-1,7,1,1
1,26,-1,8,1,1
1,26,-1,9,1,1
1,26,-1,10,1,1
1,26,-1,11,1,1
1,26,-1,0,-1,0.4
1,26,-1,1,-1,1
1,26,-1,2,-1,1
1,26,-1,3,-1,1
1,26,-1,4,-1,1
1,26,-1,5,-1,1
1,26,-1,6,-1,0.67
1,26,-1,7,-1,1
1,26,-1,8,-1,1
1,26,-1,9,-1,1
1,26,-1,10,-1,1
1,26,-1,11,-1,0.86
1,26,1,0,1,1
1,26,1,1,1,1
1,26,1,2,1,1
1,26,1,3,1,1
1,26,1,4,1,1
1,26,1,5,1,1
1,26,1,6,1,1
1,26,1,7,1,1
1,26,1,8,1,1
1,26,1,9,1,1
1,26,1,10,1,1
1,26,1,11,1,1
1,26,1,0,-1,0.8
1,26,1,1,-1,1
1,26,1,2,-1,1
1,26,1,3,-1,1
1,26,1,4,-1,1
1,26,1,5,-1,1
1,26,1,6,-1,1
1,26,1,7,-1,1
1,26,1,8,-1,1
1,26,1,9,-1,1
1,26,1,10,-1,1
1,26,1,11,-1,1
1,29,-1,0,1,0.5
1,29,-1,1,1,1
1,29,-1,2,1,1
1,29,-1,3,1,1
1,29,-1,4,1,0.75
1,29,-1,5,1,1
1,29,-1,6,1,1
1,29,-1,7,1,0.83
1,29,-1,8,1,1
1,29,-1,9,1,1
1,29,-1,10,1,1
1,29,-1,11,1,1
1,29,-1,0,-1,0.5
1,29,-1,1,-1,1
1,29,-1,2,-1,0.83
1,29,-1,3,-1,0.86
1,29,-1,4,-1,0.8
1,29,-1,5,-1,1
1,29,-1,6,-1,1
1,29,-1,7,-1,1
1,29,-1,8,-1,1
1,29,-1,9,-1,1
1,29,-1,10,-1,1
1,29,-1,11,-1,1
1,29,1,0,1,0.25
1,29,1,1,1,0.33
1,29,1,2,1,0
1,29,1,3,1,0
1,29,1,4,1,0
1,29,1,5,1,0
1,29,1,6,1,0
1,29,1,7,1,0
1,29,1,8,1,0
1,29,1,9,1,0
1,29,1,10,1,0
1,29,1,11,1,0
1,29,1,0,-1,0.67
1,29,1,1,-1,0.43
1,29,1,2,-1,0.5
1,29,1,3,-1,0.33
1,29,1,4,-1,0.2
1,29,1,5,-1,0.83
1,29,1,6,-1,0.5
1,29,1,7,-1,0.4
1,29,1,8,-1,0.67
1,29,1,9,-1,0.17
1,29,1,10,-1,0.43
1,29,1,11,-1,1
1,30,-1,0,1,0.67
1,30,-1,1,1,0.5
1,30,-1,2,1,0.83
1,30,-1,3,1,0.83
1,30,-1,4,1,0.83
1,30,-1,5,1,0.67
1,30,-1,6,1,0.5
1,30,-1,7,1,0.6
1,30,-1,8,1,1
1,30,-1,9,1,1
1,30,-1,10,1,1
1,30,-1,11,1,1
1,30,-1,0,-1,0.25
1,30,-1,1,-1,0.56
1,30,-1,2,-1,0.75
1,30,-1,3,-1,1
1,30,-1,4,-1,0.67
1,30,-1,5,-1,0.67
1,30,-1,6,-1,0.33
1,30,-1,7,-1,0.88
1,30,-1,8,-1,0.67
1,30,-1,9,-1,0.6
1,30,-1,10,-1,1
1,30,-1,11,-1,0.67
1,30,1,0,1,0.5
1,30,1,1,1,0.63
1,30,1,2,1,0.25
1,30,1,3,1,0.5
1,30,1,4,1,1
1,30,1,5,1,0.14
1,30,1,6,1,0.5
1,30,1,7,1,0.6
1,30,1,8,1,0.43
1,30,1,9,1,0.67
1,30,1,10,1,0.5
1,30,1,11,1,0.5
1,30,1,0,-1,0.83
1,30,1,1,-1,1
1,30,1,2,-1,1
1,30,1,3,-1,1
1,30,1,4,-1,0.75
1,30,1,5,-1,0.43
1,30,1,6,-1,0.43
1,30,1,7,-1,0
1,30,1,8,-1,0.75
1,30,1,9,-1,0.6
1,30,1,10,-1,0.43
1,30,1,11,-1,0.25
1,33,-1,0,1,1
1,33,-1,1,1,0.33
1,33,-1,2,1,0.5
1,33,-1,3,1,0.57
1,33,-1,4,1,0.5
1,33,-1,5,1,0.57
1,33,-1,6,1,1
1,33,-1,7,1,1
1,33,-1,8,1,1
1,33,-1,9,1,1
1,33,-1,10,1,1
1,33,-1,11,1,0.75
1,33,-1,0,-1,0.67
1,33,-1,1,-1,0.67
1,33,-1,2,-1,1
1,33,-1,3,-1,1
1,33,-1,4,-1,0.71
1,33,-1,5,-1,0.67
1,33,-1,6,-1,0.8
1,33,-1,7,-1,0.6
1,33,-1,8,-1,1
1,33,-1,9,-1,0.57
1,33,-1,10,-1,0.5
1,33,-1,11,-1,0.5
1,33,1,0,1,0
1,33,1,1,1,0
1,33,1,2,1,0.25
1,33,1,3,1,0.33
1,33,1,4,1,0.5
1,33,1,5,1,0.67
1,33,1,6,1,0.67
1,33,1,7,1,0.2
1,33,1,8,1,0.17
1,33,1,9,1,0.83
1,33,1,10,1,1
1,33,1,11,1,0.83
1,33,1,0,-1,0.29
1,33,1,1,-1,0
1,33,1,2,-1,0
1,33,1,3,-1,0.25
1,33,1,4,-1,0
1,33,1,5,-1,0.29
1,33,1,6,-1,0.4
1,33,1,7,-1,0.6
1,33,1,8,-1,0
1,33,1,9,-1,0.67
1,33,1,10,-1,0.63
1,33,1,11,-1,0.5
1,36,-1,0,1,0.8
1,36,-1,1,1,0.4
1,36,-1,2,1,0.8
1,36,-1,3,1,1
1,36,-1,4,1,1
1,36,-1,5,1,1
1,36,-1,6,1,1
1,36,-1,7,1,1
1,36,-1,8,1,1
1,36,-1,9,1,1
1,36,-1,10,1,1
1,36,-1,11,1,1
1,36,-1,0,-1,0.4
1,36,-1,1,-1,0.8
1,36,-1,2,-1,0.33
1,36,-1,3,-1,0.25
1,36,-1,4,-1,0.67
1,36,-1,5,-1,0.67
1,36,-1,6,-1,1
1,36,-1,7,-1,0.67
1,36,-1,8,-1,1
1,36,-1,9,-1,0.33
1,36,-1,10,-1,1
1,36,-1,11,-1,1
1,36,1,0,1,0
1,36,1,1,1,0.4
1,36,1,2,1,0.6
1,36,1,3,1,0.6
1,36,1,4,1,0.25
1,36,1,5,1,0.5
1,36,1,6,1,0.5
1,36,1,7,1,0.67
1,36,1,8,1,0.25
1,36,1,9,1,0.67
1,36,1,10,1,0.33
1,36,1,11,1,0.57
1,36,1,0,-1,0.8
1,36,1,1,-1,1
1,36,1,2,-1,1
1,36,1,3,-1,1
1,36,1,4,-1,0.29
1,36,1,5,-1,0.5
1,36,1,6,-1,0.6
1,36,1,7,-1,0.75
1,36,1,8,-1,0.67
1,36,1,9,-1,0.75
1,36,1,10,-1,0
1,36,1,11,-1,0.5
1,39,-1,0,1,0.6
1,39,-1,1,1,1
1,39,-1,2,1,0.8
1,39,-1,3,1,0.8
1,39,-1,4,1,1
1,39,-1,5,1,0.75
1,39,-1,6,1,1
1,39,-1,7,1,1
1,39,-1,8,1,1
1,39,-1,9,1,1
1,39,-1,10,1,1
1,39,-1,11,1,0.8
1,39,-1,0,-1,0.67
1,39,-1,1,-1,0.4
1,39,-1,2,-1,0.5
1,39,-1,3,-1,0.33
1,39,-1,4,-1,0.4
1,39,-1,5,-1,1
1,39,-1,6,-1,1
1,39,-1,7,-1,1
1,39,-1,8,-1,1
1,39,-1,9,-1,1
1,39,-1,10,-1,0.75
1,39,-1,11,-1,1
1,39,1,0,1,1
1,39,1,1,1,1
1,39,1,2,1,0.6
1,39,1,3,1,0.8
1,39,1,4,1,1
1,39,1,5,1,1
1,39,1,6,1,1
1,39,1,7,1,1
1,39,1,8,1,1
1,39,1,9,1,0.67
1,39,1,10,1,1
1,39,1,11,1,1
1,39,1,0,-1,0.25
1,39,1,1,-1,0.4
1,39,1,2,-1,0.75
1,39,1,3,-1,0.29
1,39,1,4,-1,0.4
1,39,1,5,-1,0.67
1,39,1,6,-1,0.43
1,39,1,7,-1,1
1,39,1,8,-1,0.67
1,39,1,9,-1,0.83
1,39,1,10,-1,1
1,39,1,11,-1,1
1,40,-1,0,1,0.8
1,40,-1,1,1,0.29
1,40,-1,2,1,0.33
1,40,-1,3,1,1
1,40,-1,4,1,1
1,40,-1,5,1,1
1,40,-1,6,1,1
1,40,-1,7,1,1
1,40,-1,8,1,1
1,40,-1,9,1,1
1,40,-1,10,1,1
1,40,-1,11,1,1
1,40,-1,0,-1,0.6
1,40,-1,1,-1,0.4
1,40,-1,2,-1,0.5
1,40,-1,3,-1,0.75
1,40,-1,4,-1,1
1,40,-1,5,-1,1
1,40,-1,6,-1,1
1,40,-1,7,-1,1
1,40,-1,8,-1,1
1,40,-1,9,-1,1
1,40,-1,10,-1,1
1,40,-1,11,-1,1
1,40,1,0,1,0.8
1,40,1,1,1,1
1,40,1,2,1,1
1,40,1,3,1,1
1,40,1,4,1,1
1,40,1,5,1,1
1,40,1,6,1,1
1,40,1,7,1,1
1,40,1,8,1,1
1,40,1,9,1,1
1,40,1,10,1,1
1,40,1,11,1,1
1,40,1,0,-1,0.8
1,40,1,1,-1,0.4
1,40,1,2,-1,0.75
1,40,1,3,-1,1
1,40,1,4,-1,1
1,40,1,5,-1,1
1,40,1,6,-1,1
1,40,1,7,-1,1
1,40,1,8,-1,1
1,40,1,9,-1,1
1,40,1,10,-1,1
1,40,1,11,-1,1
1,41,-1,0,1,0.75
1,41,-1,1,1,0.75
1,41,-1,2,1,0.6
1,41,-1,3,1,0.86
1,41,-1,4,1,0.67
1,41,-1,5,1,0.43
1,41,-1,6,1,0.57
1,41,-1,7,1,1
1,41,-1,8,1,0.4
1,41,-1,9,1,0.83
1,41,-1,10,1,0.25
1,41,-1,11,1,0.8
1,41,-1,0,-1,0.75
1,41,-1,1,-1,0.8
1,41,-1,2,-1,0.6
1,41,-1,3,-1,0.33
1,41,-1,4,-1,0.5
1,41,-1,5,-1,0.67
1,41,-1,6,-1,0.67
1,41,-1,7,-1,0.8
1,41,-1,8,-1,0.8
1,41,-1,9,-1,0.5
1,41,-1,10,-1,0.5
1,41,-1,11,-1,0.43
1,41,1,0,1,0
1,41,1,1,1,0.17
1,41,1,2,1,0.6
1,41,1,3,1,0.67
1,41,1,4,1,0.71
1,41,1,5,1,1
1,41,1,6,1,0.67
1,41,1,7,1,0.86
1,41,1,8,1,0.8
1,41,1,9,1,0.5
1,41,1,10,1,0.5
1,41,1,11,1,0.6
1,41,1,0,-1,0.5
1,41,1,1,-1,0.8
1,41,1,2,-1,0.4
1,41,1,3,-1,0.25
1,41,1,4,-1,0.5
1,41,1,5,-1,0.43
1,41,1,6,-1,0.5
1,41,1,7,-1,0.6
1,41,1,8,-1,0.6
1,41,1,9,-1,0.33
1,41,1,10,-1,0.5
1,41,1,11,-1,0.67
1,22,-1,0,1,0.75
1,22,-1,1,1,1
1,22,-1,2,1,1
1,22,-1,3,1,1
1,22,-1,4,1,0
1,22,-1,5,1,0.83
1,22,-1,6,1,0.44
1,22,-1,7,1,0.5
1,22,-1,8,1,0.75
1,22,-1,9,1,1
1,22,-1,10,1,0.8
1,22,-1,11,1,1
1,22,-1,0,-1,0
1,22,-1,1,-1,0.83
1,22,-1,2,-1,0.8
1,22,-1,3,-1,0.8
1,22,-1,4,-1,0.5
1,22,-1,5,-1,0.6
1,22,-1,6,-1,0
1,22,-1,7,-1,0.67
1,22,-1,8,-1,0.33
1,22,-1,9,-1,1
1,22,-1,10,-1,0.5
1,22,-1,11,-1,1
1,22,1,0,1,1
1,22,1,1,1,1
1,22,1,2,1,1
1,22,1,3,1,1
1,22,1,4,1,0.86
1,22,1,5,1,1
1,22,1,6,1,1
1,22,1,7,1,1
1,22,1,8,1,1
1,22,1,9,1,1
1,22,1,10,1,1
1,22,1,11,1,1
1,22,1,0,-1,0
1,22,1,1,-1,0.5
1,22,1,2,-1,0.6
1,22,1,3,-1,0.6
1,22,1,4,-1,0.75
1,22,1,5,-1,0.6
1,22,1,6,-1,0.29
1,22,1,7,-1,0.5
1,22,1,8,-1,0.71
1,22,1,9,-1,0.4
1,22,1,10,-1,0.5
1,22,1,11,-1,0.25
1,27,-1,0,1,0.67
1,27,-1,1,1,0.25
1,27,-1,2,1,0.8
1,27,-1,3,1,0.6
1,27,-1,4,1,0.6
1,27,-1,5,1,1
1,27,-1,6,1,1
1,27,-1,7,1,1
1,27,-1,8,1,1
1,27,-1,9,1,1
1,27,-1,10,1,1
1,27,-1,11,1,0.8
1,27,-1,0,-1,1
1,27,-1,1,-1,0.5
1,27,-1,2,-1,0.67
1,27,-1,3,-1,0.67
1,27,-1,4,-1,1
1,27,-1,5,-1,0.6
1,27,-1,6,-1,0.83
1,27,-1,7,-1,0.4
1,27,-1,8,-1,1
1,27,-1,9,-1,0.8
1,27,-1,10,-1,0.75
1,27,-1,11,-1,1
1,27,1,0,1,0.25
1,27,1,1,1,0.33
1,27,1,2,1,0.4
1,27,1,3,1,0.8
1,27,1,4,1,0.6
1,27,1,5,1,1
1,27,1,6,1,1
1,27,1,7,1,1
1,27,1,8,1,0.25
1,27,1,9,1,0.33
1,27,1,10,1,1
1,27,1,11,1,1
1,27,1,0,-1,0.33
1,27,1,1,-1,0.33
1,27,1,2,-1,0.75
1,27,1,3,-1,1
1,27,1,4,-1,0.67
1,27,1,5,-1,1
1,27,1,6,-1,1
1,27,1,7,-1,1
1,27,1,8,-1,1
1,27,1,9,-1,1
1,27,1,10,-1,1
1,27,1,11,-1,1
1,31,-1,0,1,0.8
1,31,-1,1,1,0.75
1,31,-1,2,1,0.6
1,31,-1,3,1,0.83
1,31,-1,4,1,1
1,31,-1,5,1,0.83
1,31,-1,6,1,1
1,31,-1,7,1,1
1,31,-1,8,1,1
1,31,-1,9,1,1
1,31,-1,10,1,1
1,31,-1,11,1,1
1,31,-1,0,-1,0.43
1,31,-1,1,-1,0.5
1,31,-1,2,-1,0.57
1,31,-1,3,-1,0.5
1,31,-1,4,-1,0.25
1,31,-1,5,-1,0.5
1,31,-1,6,-1,0.5
1,31,-1,7,-1,0.5
1,31,-1,8,-1,0.6
1,31,-1,9,-1,0.83
1,31,-1,10,-1,0.83
1,31,-1,11,-1,1
1,31,1,0,1,1
1,31,1,1,1,1
1,31,1,2,1,1
1,31,1,3,1,1
1,31,1,4,1,1
1,31,1,5,1,1
1,31,1,6,1,1
1,31,1,7,1,1
1,31,1,8,1,1
1,31,1,9,1,1
1,31,1,10,1,1
1,31,1,11,1,1
1,31,1,0,-1,0.33
1,31,1,1,-1,1
1,31,1,2,-1,0.67
1,31,1,3,-1,1
1,31,1,4,-1,1
1,31,1,5,-1,1
1,31,1,6,-1,1
1,31,1,7,-1,1
1,31,1,8,-1,1
1,31,1,9,-1,1
1,31,1,10,-1,1
1,31,1,11,-1,1
1,34,-1,0,1,0.5
1,34,-1,1,1,0.6
1,34,-1,2,1,0.83
1,34,-1,3,1,1
1,34,-1,4,1,0.83
1,34,-1,5,1,0.57
1,34,-1,6,1,1
1,34,-1,7,1,0.75
1,34,-1,8,1,0.33
1,34,-1,9,1,1
1,34,-1,10,1,0.67
1,34,-1,11,1,1
1,34,-1,0,-1,0.75
1,34,-1,1,-1,0.4
1,34,-1,2,-1,0.71
1,34,-1,3,-1,1
1,34,-1,4,-1,0.6
1,34,-1,5,-1,0.71
1,34,-1,6,-1,1
1,34,-1,7,-1,0.5
1,34,-1,8,-1,0.67
1,34,-1,9,-1,1
1,34,-1,10,-1,0.8
1,34,-1,11,-1,0.75
1,34,1,0,1,1
1,34,1,1,1,1
1,34,1,2,1,1
1,34,1,3,1,0.8
1,34,1,4,1,1
1,34,1,5,1,0.67
1,34,1,6,1,1
1,34,1,7,1,0.83
1,34,1,8,1,0.86
1,34,1,9,1,1
1,34,1,10,1,0.75
1,34,1,11,1,1
1,34,1,0,-1,1
1,34,1,1,-1,1
1,34,1,2,-1,1
1,34,1,3,-1,1
1,34,1,4,-1,1
1,34,1,5,-1,1
1,34,1,6,-1,1
1,34,1,7,-1,1
1,34,1,8,-1,1
1,34,1,9,-1,1
1,34,1,10,-1,1
1,34,1,11,-1,1
1,35,-1,0,1,0.75
1,35,-1,1,1,0.8
1,35,-1,2,1,0.8
1,35,-1,3,1,0.67
1,35,-1,4,1,0.6
1,35,-1,5,1,0.8
1,35,-1,6,1,0.67
1,35,-1,7,1,1
1,35,-1,8,1,0.57
1,35,-1,9,1,0.5
1,35,-1,10,1,0.2
1,35,-1,11,1,1
1,35,-1,0,-1,0.33
1,35,-1,1,-1,0.5
1,35,-1,2,-1,0.6
1,35,-1,3,-1,0.5
1,35,-1,4,-1,0.75
1,35,-1,5,-1,0.67
1,35,-1,6,-1,0.67
1,35,-1,7,-1,0.86
